record_number,code,band_size,scribe,bander,band_prefix,band_number,species_code,species_name,calendar_age,wrp_age,how_age,how_age2,sex,how_sex,how_sex2,eye_color,skull,bp,cp,fat,body_molt,ff_molt,ff_wear,juv_plg,pp_covs,gr_covs,primaries,secondaries,tertials,rectrices,body_plg,wing_chord,mass,day,month,year,capture_time,release_time,station,net_number,status,disposition,notes,comments,notes,,,,,
NULL,R,1A,,KC,2641,9369,WOTH,Wood Thrush,SY,FCF,1,,U,5,6,,,0,0,1,Y,Y,,,J,M,J,J,J,J,F,99,-,14,3,2022,1215,1245,,15,,R,,,,,,,,
NULL,R,1A,MAC,EA,2641,9369,WOTH,Wood Thrush,SY,FCF,1,,U,5,6,,,0,0,3,N,5,,,J,J,J,J,J,J,F,101,41.6,10,3,2022,1030,1055,,7,,R,,,,,,,,
NULL,R,1A,MAC,EA,2641,9369,WOTH,Wood Thrush,AHY,UCU,1,NULL,U,5,6,,NULL,0,0,1,N,5,NULL,,B,B,B,B,B,B,B,100,39.1,1,3,2022,9:35,9:56,CT,2,NULL,R,,,,,,,,
NULL,R,1A,MC,AJ,2641,9369,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,1,0,N,1,NULL,J,L,J,J,J,J,F,101,51.6,8,11,2021,16:00,16:39,CT,7,300,NULL,MISSING TIP OF 98 ON RIGHT WING,,,,,,,
NULL,R,1A,JW,JH,2641,9369,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,1,0,N,3,NULL,J,L,J,J,J,J,F,103,48.5,10,11,2021,6:10,6:59,CT,6,300,NULL,P10-PPCOV 5MM,,,,,,,
NULL,R,1A,SL,AJ,2641,9369,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,102,48.7,11,11,2021,7:00,7:40,CT,23,300,NULL,TAIL=70,,,,,,,
NULL,N,1A,JH,SHD,2641,9370,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,0,0,N,1,NULL,J,L,J,J,J,J,F,100,39.7,7,11,2021,6:55,7:24,CT,NULL,300,NULL,,,,,,,,
NULL,R,1A,RL,SL,2641,9370,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,11,2021,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,
NULL,R,1A,JH,EA,2641,9370,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,0,0,N,2,NULL,J,L,J,J,J,J,F,102,38.4,10,11,2021,7:40,8:22,CT,3,300,NULL,BANDED ON LEFT LEG,,,,,,,
NULL,N,1A,PM,RL,2641,9371,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,1,2,N,1,NULL,J,L,J,J,J,J,F,101,43.4,7,11,2021,7:25,7:54,CT,7,300,NULL,,,,,,,,
NULL,N,1A,JH,SHD,2641,9372,GRCA,Gray Catbird,AHY,DCB,P,NULL,U,NULL,NULL,DB,NULL,0,0,4,0,N,1,NULL,B,B,B,B,B,B,B,87,37.1,7,11,2021,7:25,8:16,CT,15,300,NULL,,,,,,,,
NULL,N,1A,JH,SHD,2641,9373,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,0,1,N,1,NULL,J,L,J,J,J,J,F,103,43.3,7,11,2021,7:55,8:27,CT,8,300,NULL,P10 MISSING ON R WING,,,,,,,
NULL,R,1A,MB,RL,2641,9373,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,0,0,N,1,NULL,J,L,J,J,J,J,F,103,43.3,8,11,2021,7:25,8:00,CT,14,300,NULL,,,,,,,,
NULL,R,1A,CD,LL,2641,9373,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,1,0,0,1,NULL,J,L,J,J,J,J,F,103,43.5,9,11,2021,6:30,7:03,CT,10,300,NULL,,,,,,,,
NULL,R,1A,SL,TB,2641,9373,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104,45.3,11,11,2021,7:30,7:55,CT,5,300,NULL,BILL W=5.7,,,,,,,
NULL,N,1A,JH,SHD,2641,9374,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,0,0,N,1,NULL,J,L,J,J,J,J,F,100,44.1,7,11,2021,7:55,9:00,CT,4,300,NULL,,,,,,,,
NULL,N,1A,RL,SHD,2641,9375,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,NULL,7,11,2021,NULL,NULL,CT,NULL,300,NULL,,,,,,,,
NULL,N,1A,MB,RL,2641,9376,GRCA,Gray Catbird,HY,FCF,L,NULL,U,NULL,NULL,LB,NULL,0,0,1,0,N,1,NULL,J,L,J,J,J,J,F,86,29.3,8,11,2021,5:55,6:22,CT,16,300,NULL,,,,,,,,
NULL,N,1A,RL,MB,2641,9377,GRCA,Gray Catbird,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,1,0,N,1,NULL,J,L,J,J,J,J,F,88,32.6,8,11,2021,7:55,8:43,CT,3,300,NULL,,,,,,,,
NULL,N,1A,MB,RL,2641,9378,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,3,0,N,1,NULL,J,L,J,J,J,J,F,104,48.7,8,11,2021,8:25,9:02,CT,4,300,NULL,,,,,,,,
NULL,N,1A,MC,AJ,2641,9379,WOTH,Wood Thrush,AHY,DCB,P,NULL,U,NULL,NULL,DB,NULL,0,0,1,0,N,1,NULL,B,B,B,B,B,B,B,103,44.3,8,11,2021,16:30,16:54,CT,53,300,NULL,,,,,,,,
NULL,N,1A,TB,SD,2641,9380,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,11,2021,17:00,17:34,CT,1,300,NULL,"GETTING DARK, QUICK RELEASE",,,,,,,
NULL,R,1A,JF,RGM,2641,9380,WOTH,Wood Thrush,SY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,4,0,N,3,,J,L,J,J,J,J,F,104,54.2,29,3,2022,730,803,CT,12,300,NULL,,,,,,,,
NULL,R,1A,MAC,EA,2641,9380,WOTH,Wood Thrush,ASY,DCB,1,NULL,U,5,6,,NULL,0,0,3,N,5,NULL,,B,B,B,B,B,B,B,100,47.4,1,3,2022,9:35,10:04,CT,15,NULL,R,,,,,,,,
NULL,R,1A,WD,GH,2641,9380,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,0,0,N,1,NULL,J,L,J,J,J,J,F,101,39.2,10,11,2021,8:10,8:40,CT,14,300,NULL,MITES ON PP,,,,,,,
NULL,N,1A,CC,CD,2641,9381,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45.8,9,11,2021,7:15,7:43,CT,24,300,NULL,BIRD RELEASED EARLY DUE TO STRESS,,,,,,,
NULL,N,1A,CD,CC,2641,9382,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,3,0,0,1,NULL,J,L,J,J,J,J,F,103,49.6,9,11,2021,8:15,8:45,CT,23,300,NULL,,,,,,,,
NULL,N,1A,CD,CC,2641,9383,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,2,0,0,1,NULL,J,L,J,J,J,J,F,102,45.5,9,11,2021,8:15,9:10,CT,NULL,300,NULL,,,,,,,,
NULL,N,1A,CD,LL,2641,9384,GRCA,Gray Catbird,AHY,DCB,P,NULL,U,NULL,NULL,LB,NULL,0,0,2,0,0,1,NULL,B,B,B,B,B,B,B,89,34.4,9,11,2021,8:45,9:20,CT,13,300,NULL,,,,,,,,
NULL,N,1A,CD,LL,2641,9385,GRCA,Gray Catbird,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,0,0,0,1,NULL,J,L,J,J,J,J,F,88,27.9,9,11,2021,8:45,9:25,CT,NULL,300,NULL,,,,,,,,
NULL,N,1A,JH,JW,2641,9386,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,2,0,N,2,NULL,J,L,J,J,J,J,F,102,44,10,11,2021,6:15,6:32,CT,1,300,NULL,,,,,,,,
NULL,R,1A,KC,GM,2641,9386,WOTH,Wood Thrush,SY,FCF,1,,U,5,6,,,0,0,1,N,N,,,J,M,J,J,J,J,F,102,42.5,22,3,2022,630,,,3,,R,p10=2mm shorter; TL=66,,,,,,,
NULL,R,1A,JH,WD,2641,9386,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,1,0,N,1,NULL,J,L,J,J,J,J,F,102,45.4,10,11,2021,6:40,7:23,CT,24,300,NULL,P10-PPCOV 3MM,,,,,,,
NULL,R,1A,QA,SL,2641,9386,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,1,0,N,1,NULL,J,L,J,J,J,J,F,102,45.2,10,11,2021,16:40,17:20,CT,23,300,NULL,,,,,,,,
NULL,N,1A,JH,EA,2641,9387,WOTH,Wood Thrush,AHY,DCB,P,NULL,U,NULL,NULL,DB,6,0,0,1,1,N,1,NULL,B,B,B,B,B,B,B,105,44.6,10,11,2021,6:15,6:46,CT,6,300,NULL,,,,,,,,
NULL,N,1A,JW,EA,2641,9388,GRCA,Gray Catbird,AHY,DCB,P,NULL,U,NULL,NULL,DB,NULL,0,0,3,0,N,2,NULL,B,B,B,B,B,B,B,86,34,10,11,2021,7:40,NULL,CT,6,300,NULL,,,,,,,,
NULL,N,1A,SL,WT,2641,9389,WOTH,Wood Thrush,AHY,DCB,P,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,107,47.4,11,11,2021,7:00,7:28,CT,23,300,NULL,,,,,,,,
NULL,N,1A,TB,SL,2641,9390,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,49.1,12,11,2021,8:00,8:20,CT,3,300,NULL,,,,,,,,
NULL,N,1A,HG,PM,2641,9391,BAOR,Baltimore Oriole,AHY,DCB,P,S,U,NULL,NULL,NULL,6,0,0,1,0,N,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,32.9,12,11,2021,13:30,2:27,CT,7,300,NULL,TAIL=75,,,,,,,
NULL,N,1A,SL,LL,2641,9392,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103,41.4,12,11,2021,15:40,15:59,CT,7,300,NULL,,,,,,,,
NULL,N,1A,JW,NB,2641,9393,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103,46.4,12,11,2021,16:50,17;17,CT,5,300,NULL,,,,,,,,
NULL,N,1A,JW,NB,2641,9394,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,106,49.8,12,11,2021,16:50,17:19,CT,3,300,NULL,,,,,,,,
NULL,N,1A,JW,NB,2641,9395,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,107,47.2,12,11,2021,17:10,17:21,CT,4,300,NULL,,,,,,,,
NULL,N,1A,JW,NB,2641,9396,GRCA,Gray Catbird,HY,FCF,L,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,31.7,12,11,2021,17:10,17:30,CT,5,300,NULL,,,,,,,,
NULL,N,1A,HG,PM,2641,9397,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,NULL,6,0,0,1,2,N,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,98,43.6,12,11,2021,6:15,6:46,CT,15,300,NULL,"TAIL=67, TARSUS=30.6, LONGP-LONGS=19.3",,,,,,,
NULL,N,1A,HG,PM,2641,9398,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,NULL,6,0,0,2,1,N,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,106,47.8,12,11,2021,6:15,NULL,CT,15,300,NULL,"TAIL=69, TARSUS=31.6, P9-P5=7",,,,,,,
NULL,N,1A,MC,WD,2641,9399,WOTH,Wood Thrush,HY,FCF,L,NULL,U,NULL,NULL,NULL,6,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99,44.1,12,11,2021,7:15,8:34,CT,3,300,NULL,MITES ON PP'S AND RECTS,,,,,,,
NULL,D,1A,NULL,NULL,2641,9400,BADE,BAND DESTROYED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,11,2021,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,
NULL,R,NULL,LL,MC,1202,15853,WOTH,Wood Thrush,ASY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,3,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,45.7,12,1,2019,NULL,0736,CT,13,300,NULL,,Poux (presence),Saint-Laurent,,,,,
20170019,R,NULL,SS,DC,1202,15853,WOTH,Wood Thrush,ASY,NULL,PL,NULL,F,WL,NULL,NULL,NULL,NULL,NULL,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,96,NULL,25,3,2017,0945,1015,NULL,13,NULL,NULL,,NULL,NULL,,,,,
NULL,R,NULL,NULL,NDB,1202,15853,WOTH,Wood Thrush,AHY,NULL,PL,NULL,U,PL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99,45.1,6,11,2015,0620,NULL,NULL,NULL,300,NULL,,NULL,NULL,,,,,
NULL,R,NULL,NULL,VLK,1202,15853,WOTH,Wood Thrush,AHY,NULL,PL,NULL,U,PL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99,46.9,10,11,2015,1610,NULL,NULL,NULL,300,NULL,,NULL,NULL,,,,,
NULL,N,NULL,NULL,CKK,1202,15853,WOTH,Wood Thrush,HY,NULL,PL,NULL,U,PL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99,48.1,27,11,2014,1640,NULL,NULL,1,300,NULL,,NULL,"Bad Size
",,,,,
NULL,R,NULL,NULL,CKK,1202,15853,WOTH,Wood Thrush,AHY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,98,47.1,29,11,2014,1630,NULL,NULL,5,300,NULL,,NULL,NULL,,,,,
NULL,R,NULL,NULL,NDB,1202,15853,WOTH,Wood Thrush,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30,11,2014,0600,NULL,NULL,14,300,NULL,,NULL,NULL,,,,,
NULL,N,NULL,NULL,MRC,1202,15854,WOTH,Wood Thrush,U,NULL,PL,NULL,U,PL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108,50.7,29,11,2014,1600,NULL,NULL,3,300,NULL,,NULL,"Bad Size
",,,,,
20172202,R,1A,KB,MH,1202,15855,GRCA,Gray Catbird,AHY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,2,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92,37.7,18,10,2017,0600,NULL,NULL,16,NULL,NULL,,NULL,NULL,,,,,
20160240,R,1A,DE,SGL,1202,15855,GRCA,Gray Catbird,ASY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,NULL,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,96,41.6,17,4,2016,0640,0655,NULL,14,NULL,NULL,,Banded 30/11/2014 NABC,NULL,,,,,
20150229,R,1A,DE,DMC,1202,15855,GRCA,Gray Catbird,ASY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,98,38.1,3,4,2015,0720,0755,NULL,4,NULL,NULL,,banded by YA 20141130  AHY-U,NULL,,,,,
NULL,R,1A,NULL,JHR,1202,15855,GRCA,Gray Catbird,AHY,NULL,PL,NULL,U,PL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,96,38.8,7,11,2015,1700,1720,NULL,5,300,NULL,,NULL,NULL,,,,,
NULL,R,1A,NULL,IGA,1202,15855,GRCA,Gray Catbird,AHY,NULL,PL,NULL,U,PL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31.2,8,11,2015,NULL,NULL,NULL,NULL,300,NULL,,NULL,NULL,,,,,
NULL,N,NULL,NULL,KAM,1202,15855,GRCA,Gray Catbird,AHY,NULL,PL,NULL,U,PL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,96,40.4,30,11,2014,0600,NULL,NULL,6,300,NULL,,NULL,"Bad Size
",,,,,
NULL,N,NULL,NULL,KAM,1202,15856,WOTH,Wood Thrush,HY,NULL,PL,NULL,U,PL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,102,41.6,2,12,2014,0720,NULL,NULL,3,300,NULL,,NULL,"Bad Size
",,,,,
NULL,N,NULL,NULL,JHR,1202,15966,GRCA,Gray Catbird,AHY,NULL,PL,NULL,U,PL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,35.1,8,11,2015,1620,NULL,NULL,NULL,300,NULL,,LIGHT BODY MOLT/ HEAD IN PIN,NULL,,,,,
NULL,R,1B,RL,MB,2760,18324,AMRE,American redstart,HY,FCF,L,NULL,M,P,NULL,DB,NULL,0,0,0,0,N,1,NULL,J,F,J,J,J,J,F,61,6.5,8,11,2021,6:55,7:36,CT,16,300,NULL,,,,,,,,
20160089,R,NULL,AA,SGL,2391,18916,REVI,Red-eyed Vireo,AHY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,NULL,0,3,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,18.1,25,4,2016,0930,1000,NULL,12,NULL,NULL,,Foreign recap. Banded July 20 2014 Virginia,NULL,,,,,
NULL,N,0,DF,CS,2720,19478,REVI,Red-eyed Vireo,HY,NULL,PLL,NULL,U,NULL,NULL,NULL,NULL,0,0,4,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,12.4,27,9,2019,0730,NULL,CT,16,300,NULL,,NULL,NULL,,,,,
NULL,N,0,DF,CS,2720,19479,REVI,Red-eyed Vireo,HY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,5,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,16.8,27,9,2019,0830,NULL,CT,14,300,NULL,,NULL,NULL,,,,,
NULL,N,0,CS,MC,2720,19480,WEWA,Worm-eating Warbler,HY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70,13.5,27,9,2019,0830,NULL,CT,13,300,NULL,,NULL,NULL,,,,,
NULL,N,0,CS,MC,2720,19481,NOWA,Northern Waterthrush,HY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,3,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,8.5,27,9,2019,0830,NULL,CT,13,300,NULL,,NULL,NULL,,,,,
20190006,N,1,JG,SGL,2221,23301,REVI,Red-eyed Vireo,AHY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79,16.4,29,3,2019,1040,1050,NEW STRING,6,NULL,NULL,,NULL,NULL,,,,,
20190029,N,1,JG,SGL,2221,23302,KEWA,Kentucky Warbler,ASY,NULL,PL,NULL,F,PL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62,12.1,30,3,2019,0710,0750,NULL,4,NULL,NULL,,NULL,NULL,,,,,
20190043,SD,1,JG,SGL,2221,23302,KEWA,Kentucky Warbler,ASY,NULL,PL,NULL,F,PL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62,12.0,30,3,2019,0840,0855,NULL,4,NULL,NULL,,NULL,NULL,,,,,
20190055,N,1,JG,SGL,2221,23303,REVI,Red-eyed Vireo,AHY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,5,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79,23.5,31,3,2019,0640,0655,NULL,17,NULL,NULL,,NULL,NULL,,,,,
20190056,N,1,JG,SGL,2221,23304,WEWA,Worm-eating Warbler,ASY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,Y,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68,11.8,31,3,2019,0710,0745,NULL,25,NULL,NULL,,NULL,NULL,,,,,
20190057,N,1,JG,SGL,2221,23305,REVI,Red-eyed Vireo,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,3,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79,19.1,31,3,2019,0850,0910,NULL,16,NULL,NULL,,NULL,NULL,,,,,
20190058,N,1,JG,SGL,2221,23306,REVI,Red-eyed Vireo,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,2,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,18.6,31,3,2019,0920,0945,NULL,5,NULL,NULL,,NULL,NULL,,,,,
20190076,N,1,JG,SGL,2221,23307,NOWA,Northern Waterthrush,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,18.5,1,4,2019,0645,0705,NULL,22,NULL,NULL,,NULL,NULL,,,,,
20190077,N,1,JG,SGL,2221,23308,NOWA,Northern Waterthrush,ASY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,16.0,1,4,2019,0645,0705,NULL,15,NULL,NULL,,NULL,NULL,,,,,
20190078,N,1,JG,SGL,2221,23309,KEWA,Kentucky Warbler,ASY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64,14.1,1,4,2019,0745,0800,NULL,19,NULL,NULL,,NULL,NULL,,,,,
20190079,N,1,JG,SGL,2221,23310,NOWA,Northern Waterthrush,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,17.8,1,4,2019,0845,0900,NULL,11,NULL,NULL,,NULL,NULL,,,,,
20190080,N,1,JG,SGL,2221,23311,INBU,Indigo Bunting,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,2,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65,16.4,1,4,2019,1015,1025,NULL,3,NULL,NULL,,NULL,NULL,,,,,
20190081,N,1,JG,SGL,2221,23312,REVI,Red-eyed Vireo,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,2,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,19.1,1,4,2019,1035,1045,NULL,13,NULL,NULL,,NULL,NULL,,,,,
20190082,N,1,JG,SGL,2221,23313,KEWA,Kentucky Warbler,ASY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,12.1,1,4,2019,1135,1155,NULL,19,NULL,NULL,,NULL,NULL,,,,,
20190101,R,1,JG,SGL,2221,23313,KEWA,Kentucky Warbler,ASY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66,11.7,2,4,2019,0740,0805,NULL,17,NULL,NULL,,NULL,NULL,,,,,
20190093,N,1,JG,SGL,2221,23314,KEWA,Kentucky Warbler,AHY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,11.1,2,4,2019,0740,0755,NULL,15,NULL,NULL,,NULL,NULL,,,,,
20190094,N,1,JG,SGL,2221,23315,REVI,Red-eyed Vireo,AHY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,19.7,2,4,2019,1010,1025,NULL,13,NULL,NULL,,NULL,NULL,,,,,
20190095,N,1,JG,SGL,2221,23316,KEWA,Kentucky Warbler,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66,15.8,2,4,2019,1040,1050,NULL,27,NULL,NULL,,NULL,NULL,,,,,
NULL,R,1,MC,CS,2221,23316,KEWA,Kentucky Warbler,HY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70,12.2,11,10,2019,0845,NULL,CT,24,300,NULL,,NULL,NULL,,,,,
